Date,Start_Hour,End_Hour,Source,Season,Production,Day_of_Year,Day_Name,Month_Name
7/17/2025,4,5,Wind,Summer,1257,198,Thursday,July
2/23/2024,16,17,Wind,Winter,12084,54,Friday,February
3/7/2025,23,0,Wind,Spring,10966,66,Friday,March
12/15/2023,20,21,Wind,Winter,1834,349,Friday,December
9/24/2025,1,2,Wind,Fall,7488,267,Wednesday,September
8/3/2025,8,9,Solar,Summer,4235,215,Sunday,August
11/20/2025,17,18,Wind,Fall,3840,324,Thursday,November
9/11/2020,8,9,Wind,Fall,1169,255,Friday,September
11/2/2025,6,7,Wind,Fall,8973,306,Sunday,November
9/22/2022,15,16,Solar,Fall,5500,265,Thursday,September
5/23/2020,15,16,Wind,Spring,8605,144,Saturday,May
12/20/2022,0,1,Wind,Winter,13706,354,Tuesday,December
11/22/2024,0,1,Wind,Fall,5864,327,Friday,November
11/13/2022,3,4,Wind,Fall,2267,317,Sunday,November
4/19/2021,10,11,Solar,Spring,3728,109,Monday,April
7/4/2024,6,7,Wind,Summer,7129,186,Thursday,July
6/26/2023,21,22,Wind,Summer,3874,177,Monday,June
10/22/2023,21,22,Wind,Fall,2996,295,Sunday,October
1/16/2022,13,14,Solar,Winter,5824,16,Sunday,January
9/7/2020,23,0,Wind,Fall,1722,251,Monday,September
5/23/2022,7,8,Wind,Spring,3621,143,Monday,May
10/4/2025,1,2,Wind,Fall,16699,277,Saturday,October
12/10/2020,20,21,Wind,Winter,6025,345,Thursday,December
5/1/2021,6,7,Wind,Spring,1335,121,Saturday,May
6/11/2021,19,20,Wind,Summer,2701,162,Friday,June
1/1/2024,10,11,Wind,Winter,12702,1,Monday,January
5/9/2023,10,11,Wind,Spring,5818,129,Tuesday,May
1/12/2022,15,16,Solar,Winter,3844,12,Wednesday,January
11/12/2023,3,4,Wind,Fall,7217,316,Sunday,November
11/2/2022,1,2,Wind,Fall,10172,306,Wednesday,November
9/8/2020,13,14,Solar,Fall,4412,252,Tuesday,September
4/16/2021,0,1,Wind,Spring,6013,106,Friday,April
11/15/2022,2,3,Wind,Fall,6725,319,Tuesday,November
12/23/2022,19,20,Wind,Winter,13142,357,Friday,December
4/13/2022,9,10,Solar,Spring,2030,103,Wednesday,April
4/21/2023,15,16,Solar,Spring,7766,111,Friday,April
3/3/2025,20,21,Wind,Spring,3662,62,Monday,March
11/11/2022,11,12,Solar,Fall,6178,315,Friday,November
6/10/2023,19,20,Wind,Summer,2892,161,Saturday,June
8/25/2021,1,2,Wind,Summer,6301,237,Wednesday,August
2/4/2022,22,23,Wind,Winter,5142,35,Friday,February
2/3/2020,3,4,Wind,Winter,8082,34,Monday,February
3/24/2021,9,10,Solar,Spring,3598,83,Wednesday,March
4/25/2021,1,2,Wind,Spring,8643,115,Sunday,April
6/15/2024,17,18,Wind,Summer,9554,167,Saturday,June
1/7/2020,15,16,Wind,Winter,4202,7,Tuesday,January
3/25/2021,5,6,Wind,Spring,1803,84,Thursday,March
4/11/2021,4,5,Wind,Spring,4909,101,Sunday,April
12/25/2022,14,15,Wind,Winter,9014,359,Sunday,December
9/9/2025,19,20,Wind,Fall,2515,252,Tuesday,September
6/28/2020,2,3,Wind,Summer,5007,180,Sunday,June
4/29/2022,3,4,Wind,Spring,3276,119,Friday,April
4/8/2023,7,8,Wind,Spring,3945,98,Saturday,April
3/19/2023,6,7,Wind,Spring,2707,78,Sunday,March
3/23/2020,8,9,Wind,Spring,8097,83,Monday,March
7/4/2023,21,22,Wind,Summer,7479,185,Tuesday,July
9/2/2021,6,7,Wind,Fall,5757,245,Thursday,September
5/1/2024,4,5,Wind,Spring,1919,122,Wednesday,May
8/10/2024,8,9,Solar,Summer,2611,223,Saturday,August
4/6/2024,4,5,Wind,Spring,13920,97,Saturday,April
7/28/2020,15,16,Wind,Summer,7320,210,Tuesday,July
9/12/2023,14,15,Solar,Fall,4847,255,Tuesday,September
6/20/2022,7,8,Wind,Summer,3854,171,Monday,June
4/30/2024,4,5,Wind,Spring,3211,121,Tuesday,April
7/19/2021,8,9,Wind,Summer,3621,200,Monday,July
11/2/2024,5,6,Wind,Fall,2593,307,Saturday,November
10/23/2023,1,2,Wind,Fall,4629,296,Monday,October
11/8/2025,22,23,Wind,Fall,2972,312,Saturday,November
7/17/2022,7,8,Wind,Summer,4452,198,Sunday,July
8/21/2023,18,19,Solar,Summer,2986,233,Monday,August
4/14/2022,19,20,Wind,Spring,1781,104,Thursday,April
11/2/2023,14,15,Wind,Fall,16663,306,Thursday,November
3/11/2024,1,2,Wind,Spring,3569,71,Monday,March
5/19/2025,4,5,Wind,Spring,5554,139,Monday,May
8/18/2023,8,9,Wind,Summer,2753,230,Friday,August
1/24/2021,15,16,Wind,Winter,9368,24,Sunday,January
11/4/2025,19,20,Wind,Fall,14722,308,Tuesday,November
1/2/2025,17,18,Wind,Winter,2940,2,Thursday,January
11/7/2022,13,14,Wind,Fall,14582,311,Monday,November
6/21/2022,17,18,Solar,Summer,4256,172,Tuesday,June
10/23/2025,10,11,Wind,Fall,21130,296,Thursday,October
12/4/2021,5,6,Wind,Winter,8479,338,Saturday,December
6/30/2025,3,4,Wind,Summer,4201,181,Monday,June
11/6/2022,20,21,Wind,Fall,11082,310,Sunday,November
10/22/2021,15,16,Wind,Fall,7563,295,Friday,October
9/26/2024,17,18,Wind,Fall,18099,270,Thursday,September
11/10/2025,7,8,Wind,Fall,7424,314,Monday,November
12/14/2023,3,4,Wind,Winter,7386,348,Thursday,December
1/30/2025,15,16,Wind,Winter,7524,30,Thursday,January
12/26/2020,6,7,Wind,Winter,2946,361,Saturday,December
9/22/2025,17,18,Wind,Fall,8345,265,Monday,September
12/10/2024,1,2,Wind,Winter,10950,345,Tuesday,December
12/1/2020,4,5,Wind,Winter,7384,336,Tuesday,December
9/23/2021,2,3,Wind,Fall,1187,266,Thursday,September
7/17/2022,14,15,Solar,Summer,8450,198,Sunday,July
7/20/2020,17,18,Solar,Summer,4972,202,Monday,July
9/10/2023,8,9,Wind,Fall,3618,253,Sunday,September
7/10/2023,12,13,Solar,Summer,8155,191,Monday,July
2/10/2021,10,11,Wind,Winter,8366,41,Wednesday,February
1/29/2020,16,17,Wind,Winter,5091,29,Wednesday,January
9/16/2025,1,2,Wind,Fall,12139,259,Tuesday,September
11/29/2020,23,0,Wind,Fall,1854,334,Sunday,November
9/20/2022,10,11,Solar,Fall,4950,263,Tuesday,September
8/22/2020,8,9,Wind,Summer,5453,235,Saturday,August
1/9/2022,2,3,Wind,Winter,13974,9,Sunday,January
6/4/2020,1,2,Wind,Summer,2997,156,Thursday,June
11/4/2021,18,19,Wind,Fall,3557,308,Thursday,November
1/14/2023,17,18,Wind,Winter,15699,14,Saturday,January
2/21/2021,18,19,Wind,Winter,6413,52,Sunday,February
5/2/2021,21,22,Wind,Spring,919,122,Sunday,May
5/30/2025,4,5,Wind,Spring,790,150,Friday,May
2/8/2024,15,16,Wind,Winter,17063,39,Thursday,February
3/22/2023,7,8,Wind,Spring,10725,81,Wednesday,March
4/22/2023,3,4,Wind,Spring,4253,112,Saturday,April
3/27/2024,14,15,Wind,Spring,15606,87,Wednesday,March
12/25/2020,10,11,Wind,Winter,6831,360,Friday,December
12/24/2023,4,5,Wind,Winter,10062,358,Sunday,December
5/24/2024,13,14,Solar,Spring,5499,145,Friday,May
4/28/2020,18,19,Wind,Spring,7447,119,Tuesday,April
8/20/2025,22,23,Wind,Summer,3508,232,Wednesday,August
1/24/2022,1,2,Wind,Winter,3310,24,Monday,January
4/20/2023,16,17,Wind,Spring,9461,110,Thursday,April
9/2/2020,22,23,Wind,Fall,1225,246,Wednesday,September
9/2/2023,20,21,Wind,Fall,2344,245,Saturday,September
9/10/2020,10,11,Solar,Fall,2771,254,Thursday,September
8/22/2025,18,19,Solar,Summer,5766,234,Friday,August
5/24/2023,9,10,Solar,Spring,6816,144,Wednesday,May
1/11/2025,9,10,Wind,Winter,2854,11,Saturday,January
2/28/2024,0,1,Wind,Winter,4724,59,Wednesday,February
3/6/2020,14,15,Wind,Spring,8581,66,Friday,March
8/18/2020,18,19,Wind,Summer,3539,231,Tuesday,August
2/18/2022,3,4,Wind,Winter,9335,49,Friday,February
9/3/2021,14,15,Solar,Fall,3775,246,Friday,September
3/24/2020,23,0,Wind,Spring,7447,84,Tuesday,March
8/25/2024,20,21,Wind,Summer,2137,238,Sunday,August
10/22/2021,0,1,Wind,Fall,2121,295,Friday,October
7/17/2021,19,20,Wind,Summer,5398,198,Saturday,July
10/30/2022,8,9,Wind,Fall,5100,303,Sunday,October
3/9/2021,15,16,Solar,Spring,5136,68,Tuesday,March
6/23/2020,1,2,Wind,Summer,2034,175,Tuesday,June
4/22/2023,1,2,Wind,Spring,4008,112,Saturday,April
7/12/2024,12,13,Solar,Summer,7573,194,Friday,July
9/5/2024,22,23,Wind,Fall,700,249,Thursday,September
4/16/2021,1,2,Wind,Spring,5880,106,Friday,April
5/17/2022,2,3,Wind,Spring,2321,137,Tuesday,May
10/1/2024,23,0,Wind,Fall,4747,275,Tuesday,October
9/27/2021,8,9,Wind,Fall,6867,270,Monday,September
4/3/2020,8,9,Wind,Spring,2170,94,Friday,April
1/17/2023,23,0,Wind,Winter,4827,17,Tuesday,January
11/7/2024,13,14,Solar,Fall,5149,312,Thursday,November
3/31/2020,1,2,Wind,Spring,6769,91,Tuesday,March
3/28/2020,22,23,Wind,Spring,11081,88,Saturday,March
9/14/2024,12,13,Solar,Fall,10121,258,Saturday,September
10/18/2025,16,17,Solar,Fall,7924,291,Saturday,October
10/31/2021,17,18,Wind,Fall,10469,304,Sunday,October
4/28/2022,15,16,Solar,Spring,7312,118,Thursday,April
1/24/2024,19,20,Wind,Winter,6892,24,Wednesday,January
6/24/2021,22,23,Wind,Summer,1974,175,Thursday,June
12/11/2023,16,17,Wind,Winter,6768,345,Monday,December
1/27/2024,11,12,Solar,Winter,5814,27,Saturday,January
8/15/2022,14,15,Solar,Summer,8036,227,Monday,August
1/29/2021,3,4,Wind,Winter,13907,29,Friday,January
9/5/2020,1,2,Wind,Fall,2121,249,Saturday,September
8/12/2024,16,17,Solar,Summer,8871,225,Monday,August
1/26/2021,13,14,Wind,Winter,5482,26,Tuesday,January
4/11/2025,20,21,Wind,Spring,4837,101,Friday,April
7/11/2025,11,12,Solar,Summer,11758,192,Friday,July
5/16/2025,13,14,Solar,Spring,7092,136,Friday,May
10/25/2025,16,17,Wind,Fall,9821,298,Saturday,October
1/31/2021,22,23,Wind,Winter,5906,31,Sunday,January
5/25/2025,13,14,Wind,Spring,9581,145,Sunday,May
7/5/2022,9,10,Solar,Summer,4126,186,Tuesday,July
11/19/2020,9,10,Wind,Fall,9061,324,Thursday,November
10/18/2022,22,23,Wind,Fall,5538,291,Tuesday,October
1/15/2023,3,4,Wind,Winter,10240,15,Sunday,January
5/2/2022,20,21,Wind,Spring,3792,122,Monday,May
10/8/2020,3,4,Wind,Fall,6421,282,Thursday,October
11/24/2023,1,2,Wind,Fall,8505,328,Friday,November
5/17/2020,10,11,Solar,Spring,4507,138,Sunday,May
3/18/2022,3,4,Wind,Spring,6998,77,Friday,March
10/28/2023,22,23,Wind,Fall,16635,301,Saturday,October
5/19/2021,2,3,Wind,Spring,3258,139,Wednesday,May
7/17/2022,20,21,Wind,Summer,2312,198,Sunday,July
7/22/2023,11,12,Solar,Summer,10194,203,Saturday,July
11/12/2024,13,14,Wind,Fall,13235,317,Tuesday,November
3/27/2022,9,10,Wind,Spring,4841,86,Sunday,March
4/5/2022,17,18,Wind,Spring,9675,95,Tuesday,April
8/29/2023,20,21,Wind,Summer,1992,241,Tuesday,August
6/23/2025,22,23,Wind,Summer,3779,174,Monday,June
2/9/2020,20,21,Wind,Winter,11896,40,Sunday,February
1/5/2023,6,7,Wind,Winter,7965,5,Thursday,January
9/15/2023,20,21,Wind,Fall,3195,258,Friday,September
9/15/2023,23,0,Wind,Fall,4953,258,Friday,September
11/14/2020,15,16,Wind,Fall,8436,319,Saturday,November
2/11/2022,17,18,Wind,Winter,2107,42,Friday,February
2/20/2025,4,5,Wind,Winter,7070,51,Thursday,February
6/28/2025,8,9,Solar,Summer,3941,179,Saturday,June
8/6/2022,4,5,Wind,Summer,5611,218,Saturday,August
5/24/2020,23,0,Wind,Spring,2435,145,Sunday,May
6/13/2025,23,0,Wind,Summer,5332,164,Friday,June
5/3/2025,16,17,Solar,Spring,10481,123,Saturday,May
11/22/2024,7,8,Wind,Fall,9522,327,Friday,November
8/22/2021,9,10,Wind,Summer,4991,234,Sunday,August
1/10/2023,12,13,Wind,Winter,15075,10,Tuesday,January
6/21/2021,4,5,Wind,Summer,2933,172,Monday,June
9/20/2022,17,18,Solar,Fall,5469,263,Tuesday,September
1/27/2021,17,18,Wind,Winter,3743,27,Wednesday,January
9/23/2020,9,10,Wind,Fall,4073,267,Wednesday,September
4/8/2020,18,19,Solar,Spring,1595,99,Wednesday,April
10/9/2024,7,8,Wind,Fall,8883,283,Wednesday,October
5/7/2025,0,1,Wind,Spring,9348,127,Wednesday,May
9/14/2023,21,22,Wind,Fall,1857,257,Thursday,September
2/11/2020,5,6,Wind,Winter,11769,42,Tuesday,February
1/17/2020,12,13,Wind,Winter,8804,17,Friday,January
3/24/2025,14,15,Solar,Spring,6048,83,Monday,March
8/7/2024,10,11,Solar,Summer,5496,220,Wednesday,August
5/15/2025,1,2,Wind,Spring,6358,135,Thursday,May
3/22/2023,6,7,Wind,Spring,9994,81,Wednesday,March
11/26/2020,16,17,Wind,Fall,1476,331,Thursday,November
5/13/2020,20,21,Wind,Spring,7492,134,Wednesday,May
3/18/2025,1,2,Wind,Spring,12131,77,Tuesday,March
11/6/2025,10,11,Wind,Fall,6247,310,Thursday,November
8/19/2021,3,4,Wind,Summer,1695,231,Thursday,August
2/23/2020,4,5,Wind,Winter,9644,54,Sunday,February
4/23/2025,3,4,Wind,Spring,6268,113,Wednesday,April
5/10/2022,2,3,Wind,Spring,1193,130,Tuesday,May
12/1/2023,20,21,Wind,Winter,5060,335,Friday,December
7/21/2021,2,3,Wind,Summer,2864,202,Wednesday,July
9/23/2022,5,6,Wind,Fall,546,266,Friday,September
1/3/2023,10,11,Wind,Winter,6763,3,Tuesday,January
12/7/2024,22,23,Wind,Winter,17557,342,Saturday,December
3/28/2022,3,4,Wind,Spring,1693,87,Monday,March
10/7/2020,10,11,Wind,Fall,6946,281,Wednesday,October
8/23/2022,21,22,Wind,Summer,736,235,Tuesday,August
5/27/2023,20,21,Wind,Spring,3594,147,Saturday,May
10/10/2023,20,21,Wind,Fall,2170,283,Tuesday,October
5/17/2025,4,5,Wind,Spring,4673,137,Saturday,May
5/21/2020,21,22,Wind,Spring,660,142,Thursday,May
3/15/2023,7,8,Wind,Spring,2413,74,Wednesday,March
12/14/2024,10,11,Wind,Winter,3475,349,Saturday,December
1/19/2025,14,15,Solar,Winter,3805,19,Sunday,January
12/29/2021,1,2,Wind,Winter,9126,363,Wednesday,December
1/29/2025,1,2,Wind,Winter,17602,29,Wednesday,January
1/22/2024,2,3,Wind,Winter,16724,22,Monday,January
8/21/2023,8,9,Solar,Summer,2472,233,Monday,August
9/16/2022,21,22,Wind,Fall,5135,259,Friday,September
4/21/2023,7,8,Wind,Spring,3141,111,Friday,April
4/22/2023,15,16,Wind,Spring,9856,112,Saturday,April
11/5/2021,22,23,Wind,Fall,2244,309,Friday,November
12/23/2024,6,7,Wind,Winter,16444,358,Monday,December
3/9/2022,17,18,Wind,Spring,5318,68,Wednesday,March
8/10/2025,23,0,Wind,Summer,7903,222,Sunday,August
2/17/2023,1,2,Wind,Winter,7099,48,Friday,February
8/29/2020,18,19,Wind,Summer,4957,242,Saturday,August
8/29/2025,9,10,Wind,Summer,13975,241,Friday,August
2/5/2021,7,8,Wind,Winter,1837,36,Friday,February
5/13/2020,10,11,Wind,Spring,5295,134,Wednesday,May
1/27/2024,1,2,Wind,Winter,1993,27,Saturday,January
2/13/2025,8,9,Wind,Winter,1808,44,Thursday,February
3/10/2022,20,21,Wind,Spring,6268,69,Thursday,March
7/2/2022,4,5,Wind,Summer,780,183,Saturday,July
2/11/2022,21,22,Wind,Winter,2877,42,Friday,February
12/18/2022,16,17,Wind,Winter,9972,352,Sunday,December
4/7/2023,14,15,Solar,Spring,8432,97,Friday,April
1/9/2025,12,13,Wind,Winter,13546,9,Thursday,January
12/19/2020,23,0,Wind,Winter,5475,354,Saturday,December
2/18/2022,12,13,Wind,Winter,18336,49,Friday,February
10/16/2025,7,8,Wind,Fall,5067,289,Thursday,October
9/29/2020,23,0,Wind,Fall,648,273,Tuesday,September
8/17/2025,3,4,Wind,Summer,5689,229,Sunday,August
9/29/2022,10,11,Solar,Fall,3096,272,Thursday,September
4/22/2024,22,23,Wind,Spring,4627,113,Monday,April
7/3/2025,23,0,Wind,Summer,6293,184,Thursday,July
10/1/2020,10,11,Wind,Fall,6509,275,Thursday,October
2/24/2024,2,3,Wind,Winter,7042,55,Saturday,February
6/26/2024,23,0,Wind,Summer,1220,178,Wednesday,June
11/17/2022,11,12,Wind,Fall,15564,321,Thursday,November
8/23/2022,1,2,Wind,Summer,1180,235,Tuesday,August
3/8/2025,12,13,Wind,Spring,14394,67,Saturday,March
4/25/2020,6,7,Wind,Spring,1918,116,Saturday,April
3/29/2025,13,14,Wind,Spring,14163,88,Saturday,March
3/20/2021,1,2,Wind,Spring,6045,79,Saturday,March
3/26/2021,14,15,Wind,Spring,11408,85,Friday,March
4/25/2023,0,1,Wind,Spring,2929,115,Tuesday,April
10/16/2020,7,8,Wind,Fall,2998,290,Friday,October
7/15/2022,15,16,Solar,Summer,7499,196,Friday,July
8/28/2023,4,5,Wind,Summer,3258,240,Monday,August
1/9/2024,0,1,Wind,Winter,4857,9,Tuesday,January
11/5/2025,15,16,Wind,Fall,12356,309,Wednesday,November
12/14/2020,22,23,Wind,Winter,6487,349,Monday,December
7/31/2022,23,0,Wind,Summer,3161,212,Sunday,July
1/14/2023,20,21,Wind,Winter,13584,14,Saturday,January
4/13/2020,16,17,Wind,Spring,11122,104,Monday,April
2/26/2024,13,14,Wind,Winter,14168,57,Monday,February
9/3/2020,6,7,Wind,Fall,1674,247,Thursday,September
12/21/2020,16,17,Wind,Winter,11318,356,Monday,December
4/24/2023,0,1,Wind,Spring,9557,114,Monday,April
4/30/2023,20,21,Wind,Spring,1754,120,Sunday,April
8/27/2021,10,11,Solar,Summer,5627,239,Friday,August
9/16/2022,11,12,Solar,Fall,6902,259,Friday,September
11/21/2025,1,2,Wind,Fall,4563,325,Friday,November
9/22/2022,13,14,Solar,Fall,6248,265,Thursday,September
6/26/2021,18,19,Solar,Summer,2918,177,Saturday,June
5/24/2023,21,22,Wind,Spring,6974,144,Wednesday,May
7/21/2020,19,20,Wind,Summer,3934,203,Tuesday,July
8/8/2021,12,13,Wind,Summer,9302,220,Sunday,August
3/5/2021,12,13,Wind,Spring,9127,64,Friday,March
7/28/2022,23,0,Wind,Summer,1995,209,Thursday,July
8/6/2023,1,2,Wind,Summer,13743,218,Sunday,August
12/2/2022,15,16,Wind,Winter,3878,336,Friday,December
10/11/2023,17,18,Wind,Fall,6965,284,Wednesday,October
11/20/2022,1,2,Wind,Fall,4543,324,Sunday,November
7/15/2023,10,11,Wind,Summer,11920,196,Saturday,July
2/9/2023,10,11,Solar,Winter,4291,40,Thursday,February
3/11/2024,14,15,Wind,Spring,10464,71,Monday,March
2/28/2023,17,18,Wind,Winter,7747,59,Tuesday,February
7/19/2022,0,1,Wind,Summer,5843,200,Tuesday,July
3/24/2022,23,0,Wind,Spring,5843,83,Thursday,March
7/31/2021,2,3,Wind,Summer,5229,212,Saturday,July
2/1/2025,5,6,Wind,Winter,3211,32,Saturday,February
8/29/2020,10,11,Wind,Summer,3727,242,Saturday,August
1/21/2021,3,4,Wind,Winter,12756,21,Thursday,January
7/3/2022,3,4,Wind,Summer,1428,184,Sunday,July
9/14/2025,0,1,Wind,Fall,5040,257,Sunday,September
12/22/2021,8,9,Wind,Winter,3172,356,Wednesday,December
2/6/2021,18,19,Wind,Winter,4300,37,Saturday,February
3/9/2020,16,17,Wind,Spring,8263,69,Monday,March
2/5/2022,7,8,Wind,Winter,3579,36,Saturday,February
10/31/2025,20,21,Wind,Fall,14868,304,Friday,October
4/7/2025,18,19,Solar,Spring,5498,97,Monday,April
8/2/2021,2,3,Wind,Summer,1200,214,Monday,August
6/11/2025,17,18,Solar,Summer,8263,162,Wednesday,June
10/25/2022,13,14,Solar,Fall,5679,298,Tuesday,October
10/21/2022,5,6,Wind,Fall,9051,294,Friday,October
10/20/2025,13,14,Wind,Fall,19753,293,Monday,October
8/14/2025,19,20,Wind,Summer,3576,226,Thursday,August
1/30/2024,8,9,Wind,Winter,6919,30,Tuesday,January
7/6/2023,9,10,Solar,Summer,3928,187,Thursday,July
6/8/2020,14,15,Solar,Summer,5620,160,Monday,June
10/7/2021,7,8,Wind,Fall,1491,280,Thursday,October
4/4/2021,4,5,Wind,Spring,5664,94,Sunday,April
11/26/2020,14,15,Solar,Fall,2923,331,Thursday,November
12/30/2024,10,11,Solar,Winter,2306,365,Monday,December
8/30/2022,14,15,Solar,Summer,5938,242,Tuesday,August
7/19/2021,10,11,Solar,Summer,5500,200,Monday,July
7/24/2021,8,9,Wind,Summer,4225,205,Saturday,July
2/21/2021,5,6,Wind,Winter,8883,52,Sunday,February
4/27/2022,2,3,Wind,Spring,5575,117,Wednesday,April
1/4/2023,12,13,Wind,Winter,17318,4,Wednesday,January
7/11/2021,0,1,Wind,Summer,1348,192,Sunday,July
11/4/2025,20,21,Wind,Fall,14429,308,Tuesday,November
9/12/2022,8,9,Wind,Fall,3604,255,Monday,September
9/2/2022,6,7,Wind,Fall,1890,245,Friday,September
5/5/2021,9,10,Wind,Spring,9071,125,Wednesday,May
1/29/2021,19,20,Wind,Winter,11119,29,Friday,January
11/26/2023,22,23,Wind,Fall,5154,330,Sunday,November
11/7/2024,20,21,Wind,Fall,3375,312,Thursday,November
8/3/2021,19,20,Wind,Summer,1828,215,Tuesday,August
4/19/2022,8,9,Wind,Spring,2444,109,Tuesday,April
8/8/2021,14,15,Wind,Summer,9714,220,Sunday,August
1/2/2022,6,7,Wind,Winter,8787,2,Sunday,January
2/5/2024,21,22,Wind,Winter,8276,36,Monday,February
7/11/2021,2,3,Wind,Summer,1192,192,Sunday,July
9/20/2020,21,22,Wind,Fall,2433,264,Sunday,September
11/11/2024,11,12,Wind,Fall,6891,316,Monday,November
7/31/2024,4,5,Wind,Summer,2129,213,Wednesday,July
3/21/2020,0,1,Wind,Spring,7735,81,Saturday,March
10/14/2021,14,15,Solar,Fall,5650,287,Thursday,October
1/19/2025,22,23,Wind,Winter,1188,19,Sunday,January
10/7/2024,13,14,Wind,Fall,6044,281,Monday,October
2/13/2025,2,3,Wind,Winter,1090,44,Thursday,February
6/11/2022,8,9,Solar,Summer,2423,162,Saturday,June
10/25/2023,9,10,Wind,Fall,10380,298,Wednesday,October
3/18/2024,10,11,Solar,Spring,5581,78,Monday,March
9/21/2020,4,5,Wind,Fall,817,265,Monday,September
11/28/2025,7,8,Wind,Fall,7806,332,Friday,November
4/7/2020,4,5,Wind,Spring,1718,98,Tuesday,April
3/2/2020,10,11,Wind,Spring,5353,62,Monday,March
7/23/2020,10,11,Solar,Summer,2720,205,Thursday,July
3/22/2022,23,0,Wind,Spring,4199,81,Tuesday,March
2/22/2023,22,23,Wind,Winter,1437,53,Wednesday,February
10/4/2023,0,1,Wind,Fall,3511,277,Wednesday,October
10/26/2023,17,18,Wind,Fall,4734,299,Thursday,October
2/25/2023,19,20,Wind,Winter,8542,56,Saturday,February
8/28/2024,21,22,Wind,Summer,2163,241,Wednesday,August
11/13/2020,15,16,Wind,Fall,4593,318,Friday,November
4/29/2021,16,17,Solar,Spring,3421,119,Thursday,April
4/15/2024,21,22,Wind,Spring,14523,106,Monday,April
2/17/2024,9,10,Wind,Winter,4037,48,Saturday,February
10/18/2020,22,23,Wind,Fall,912,292,Sunday,October
10/7/2023,10,11,Solar,Fall,6141,280,Saturday,October
7/17/2021,23,0,Wind,Summer,5090,198,Saturday,July
10/30/2022,20,21,Wind,Fall,2069,303,Sunday,October
2/2/2021,10,11,Wind,Winter,11997,33,Tuesday,February
6/25/2020,5,6,Wind,Summer,3558,177,Thursday,June
5/3/2025,17,18,Solar,Spring,9346,123,Saturday,May
11/12/2021,0,1,Wind,Fall,934,316,Friday,November
8/2/2024,11,12,Solar,Summer,6672,215,Friday,August
9/26/2020,20,21,Wind,Fall,8134,270,Saturday,September
9/21/2023,3,4,Wind,Fall,9550,264,Thursday,September
4/23/2022,9,10,Wind,Spring,6361,113,Saturday,April
1/2/2021,18,19,Wind,Winter,1837,2,Saturday,January
12/17/2021,18,19,Wind,Winter,8144,351,Friday,December
11/23/2021,12,13,Wind,Fall,9900,327,Tuesday,November
12/13/2023,1,2,Wind,Winter,9953,347,Wednesday,December
10/27/2024,9,10,Solar,Fall,3309,301,Sunday,October
9/7/2025,1,2,Wind,Fall,6555,250,Sunday,September
8/22/2020,2,3,Wind,Summer,5104,235,Saturday,August
7/30/2022,21,22,Wind,Summer,1951,211,Saturday,July
8/26/2025,8,9,Wind,Summer,5983,238,Tuesday,August
11/1/2020,11,12,Wind,Fall,13574,306,Sunday,November
6/20/2025,10,11,Solar,Summer,8561,171,Friday,June
9/22/2023,12,13,Wind,Fall,11770,265,Friday,September
1/20/2025,5,6,Wind,Winter,1668,20,Monday,January
10/20/2021,5,6,Wind,Fall,10713,293,Wednesday,October
12/20/2020,15,16,Wind,Winter,4461,355,Sunday,December
8/9/2025,19,20,Wind,Summer,5496,221,Saturday,August
11/20/2024,3,4,Wind,Fall,8076,325,Wednesday,November
